Date,USD,GBP,EURO,YEN
2020-09-23,73.63,93.43,85.99,70.04
2020-09-24,73.92,93.87,86.14,70.2
2020-09-25,73.73,94.06,86.04,70
2020-09-28,73.57,93.95,85.58,69.83
2020-09-29,73.85,94.97,86.17,69.92
2020-09-30,73.8,94.73,86.57,69.91
2020-10-01,73.38,94.99,86.22,69.55
2020-10-05,73.26,94.69,85.9,69.38
2020-10-06,73.37,95.28,86.44,69.43
2020-10-07,73.36,94.63,86.16,69.38
2020-10-08,73.29,94.88,86.33,69.15
2020-10-09,73.21,94.8,86.21,69.11
2020-10-12,73.14,95.45,86.44,69.34
2020-10-13,73.38,95.76,86.54,69.65
2020-10-14,73.46,94.81,86.27,69.65
2020-10-15,73.27,95.26,86.09,69.58
2020-10-16,73.38,94.56,85.84,69.7
2020-10-19,73.42,94.98,85.97,69.64
2020-10-20,73.33,94.95,86.34,69.5
2020-10-21,73.45,95.38,87.06,69.77
2020-10-22,73.66,96.83,87.31,70.39
2020-10-23,73.58,96.06,86.78,70.26
2020-10-26,73.73,96.02,87.25,70.3
2020-10-27,73.75,96.17,87.26,70.44
2020-10-28,73.77,96.3,86.92,70.77
2020-10-29,73.97,96.33,86.97,70.87
2020-11-02,74.32,95.86,86.49,70.96
2020-11-03,74.33,96.09,86.66,70.98
2020-11-04,74.69,97.04,87.05,71.18
2020-11-05,74.27,96.26,87.18,71.19
2020-11-06,74.05,97.2,87.52,71.52
2020-11-09,73.93,97.4,87.88,71.41
2020-11-10,74.21,97.82,87.78,70.67
2020-11-11,74.25,98.43,87.77,70.5
2020-11-12,74.45,98.28,87.62,70.76
2020-11-13,74.67,98,88.15,71.16
2020-11-17,74.51,98.46,88.33,71.29
2020-11-18,74.36,98.61,88.28,71.49
2020-11-19,74.26,98.27,87.98,71.53
2020-11-20,74.16,98.5,88.15,71.47
2020-11-23,74.14,98.81,88.06,71.46
2020-11-24,73.98,98.7,87.69,70.86
2020-11-25,73.98,98.69,87.99,70.77
2020-11-26,73.83,98.86,88.08,70.75
2020-11-27,73.8,98.71,88.02,70.97
2020-12-01,73.51,98.24,87.9,70.44
2020-12-02,73.65,98.83,89.94,70.52
2020-12-03,73.89,98.93,89.55,70.74
2020-12-04,73.74,99.26,89.64,70.99
2020-12-07,73.77,98.93,89.47,70.84
2020-12-08,73.76,98.57,89.4,70.89
2020-12-09,73.59,98.55,89.37,70.65
2020-12-10,73.67,98.4,89.08,70.53
2020-12-11,73.59,98,89.47,70.73
2020-12-14,73.54,98.01,89.3,70.7
2020-12-15,73.65,98.24,89.5,70.76
2020-12-16,73.52,98.92,89.41,70.98
2020-12-17,73.43,99.54,89.79,71.07
2020-12-18,73.51,99.5,90.03,71.1
2020-12-21,73.65,98.35,89.75,71.19
2020-12-22,73.89,99.07,90.31,71.45
2020-12-23,73.81,98.99,89.93,71.34
2020-12-24,73.58,99.75,89.81,71.05
2020-12-28,73.59,99.84,89.95,71.12
2020-12-29,73.37,98.92,89.79,70.75
2021-01-01,73.03,99.8,89.23,70.7
2021-01-04,73.01,99.86,89.42,70.87
2021-01-05,73.11,99.41,89.7,71.03
2021-01-06,73.14,99.65,90,71.19
2021-01-07,73.13,99.34,90.05,70.84
2021-01-08,73.33,99.52,89.94,70.6
2021-01-11,73.45,99.18,89.49,70.52
2021-01-12,73.37,99.37,89.17,70.4
2021-01-13,73.15,100.06,89.35,70.55
2021-01-15,73.02,99.83,88.64,70.37
2021-01-18,73.22,99.35,88.41,70.57
2021-01-19,73.02,99.83,88.64,70.37
2021-01-20,73.13,99.89,88.8,70.48
2021-01-22,73.04,100.06,88.86,70.49
2021-01-25,72.93,100.03,88.82,70.32
2021-01-27,72.82,100.05,88.56,70.23
2021-01-28,73.07,99.89,88.38,70.07
2021-01-29,72.95,100.02,88.3,69.82
2021-02-01,73.02,100.36,88.58,69.75
2021-02-02,72.98,99.86,88.11,69.53
2021-02-03,72.94,99.57,87.82,69.44
2021-02-04,72.92,99.17,87.59,69.33
2021-02-05,72.9,99.73,87.2,69.07
2021-02-08,72.86,100.04,87.72,69.05
2021-02-09,72.89,100.44,88.03,69.51
2021-02-10,72.85,100.68,88.33,69.66
2021-02-11,72.78,100.77,88.27,69.59
2021-02-12,72.8,100.45,88.29,69.44
2021-02-15,72.59,100.88,88.12,69.07
2021-02-16,72.72,101.33,88.26,68.91
2021-02-17,72.84,101.15,88.06,68.77
2021-02-18,72.73,100.71,87.61,68.68
2021-02-22,72.37,101.43,87.72,68.5
2021-02-23,72.37,101.8,88.05,68.86
2021-02-24,72.29,102.38,87.83,69.38
2021-02-26,73.04,101.9,88.8,68.78
2021-03-01,73.29,102.49,88.59,68.78
2021-03-02,73.35,101.9,88.2,68.66
2021-03-03,73.07,101.87,88.28,68.37
2021-03-04,72.71,101.48,87.69,67.88
2021-03-05,72.76,101.01,86.99,67.27
2021-03-08,73,100.92,86.92,67.33
2021-03-09,73.12,101.23,86.73,66.99
2021-03-10,72.97,101.06,86.62,67.02
2021-03-12,72.68,101.47,86.88,66.77
2021-03-15,72.71,101.13,86.76,66.53
2021-03-16,72.48,100.52,86.48,66.4
2021-03-17,72.57,100.87,86.41,66.52
2021-03-18,72.52,101.27,86.82,66.61
2021-03-19,72.52,100.94,86.45,66.64
2021-03-22,72.38,100.26,86.05,66.56
2021-03-23,72.29,100.01,86.22,66.48
2021-03-24,72.66,99.62,86.02,66.96
2021-03-25,72.61,99.37,85.82,66.63
2021-03-26,72.4,99.62,85.31,66.26
2021-03-30,73.04,100.56,85.85,66.34
2021-03-31,73.5,100.95,86.1,66.36
2021-04-05,73.43,101.53,86.3,66.36
2021-04-07,74.12,102.19,88.01,67.49
2021-04-08,74.37,102.33,88.28,67.79
2021-04-12,74.85,102.61,89,68.34
2021-04-15,75.17,103.59,90.03,69.02
2021-04-16,74.56,102.44,89.19,68.49
2021-04-19,74.88,103.76,89.61,69.01
2021-04-20,74.73,104.58,90.15,68.95
2021-04-22,74.94,104.47,90.25,69.43
2021-04-23,74.91,103.81,90.09,69.4
2021-04-26,74.77,103.95,90.51,69.34
2021-04-27,74.6,103.58,90.03,68.92
2021-04-28,74.4,103.26,89.78,68.28
2021-04-29,74.06,103.35,89.83,68.13
2021-05-06,73.94,102.79,88.78,67.63
2021-05-07,73.74,102.51,88.9,67.55
2021-05-10,73.41,103.25,89.25,67.41
2021-05-11,73.45,103.68,89.15,67.44
2021-05-12,73.44,103.8,89.12,67.51
2021-05-14,73.37,103.05,88.76,67.01
2021-05-17,73.24,103.27,88.89,67.06
2021-05-18,73.04,103.57,88.98,66.95
2021-05-19,72.97,103.5,89.32,66.95
2021-05-20,73.12,103.28,89.13,67.01
2021-05-21,73.02,103.61,89.31,67.14
2021-05-24,72.9,103.2,88.86,67.03
2021-05-25,72.8,103.31,89.07,66.97
2021-05-28,72.48,102.77,88.23,65.96
2021-05-31,72.52,102.87,88.42,66.08
2021-06-01,72.77,103.49,88.96,66.48
2021-06-02,73.21,103.63,89.42,66.72
2021-06-03,73.12,103.47,89.14,66.59
2021-06-04,73.03,102.96,88.45,66.25
2021-06-07,72.81,102.79,88.51,66.49
2021-06-08,72.84,103.13,88.72,66.55
2021-06-09,72.98,103.39,88.91,66.69
2021-06-10,72.99,103.01,88.84,66.67
2021-06-11,72.98,103.51,88.98,66.7
2021-06-14,73.19,103.23,88.55,66.7
2021-06-15,73.28,103.42,88.92,66.58
2021-06-16,73.37,103.38,88.98,66.63
2021-06-17,73.73,103.12,88.36,66.6
2021-06-18,74.14,103.01,88.26,67.35
2021-06-21,74.15,102.45,88.08,67.45
2021-06-22,74.13,103.07,88.23,67.13
2021-06-23,74.37,103.72,88.7,67.1
2021-06-24,74.24,103.64,88.58,66.97
2021-06-25,74.18,103.3,88.57,66.92
2021-06-28,74.2,103.12,88.5,67.03
2021-06-29,74.22,102.91,88.45,67.1
2021-06-30,74.35,102.95,88.5,67.28
2021-07-07,74.74,103.23,88.4,67.52
2021-07-08,74.7,102.88,88.12,67.77
2021-07-09,74.64,102.75,88.29,67.79
2021-07-12,74.47,103.39,88.31,67.57
2021-07-13,74.49,103.41,88.35,67.49
2021-07-14,74.57,103.23,87.95,67.51
2021-07-15,74.52,103.3,88.22,67.84
2021-07-16,74.62,103.14,88.11,67.84
2021-07-19,74.79,102.84,88.27,68.02
2021-07-20,74.86,102.23,88.2,68.36
2021-07-22,74.37,102.11,87.72,67.51
2021-07-23,74.43,102.38,87.61,67.49
2021-07-26,74.46,102.34,87.7,67.51
2021-07-27,74.42,102.79,87.78,67.53
2021-07-28,74.44,103.3,87.97,67.77
2021-07-29,74.28,103.51,88.08,67.66
2021-07-30,74.39,103.73,88.39,67.89
2021-08-02,74.4,103.45,88.32,67.85
2021-08-03,74.3,103.21,88.22,68.08
2021-08-04,74.15,103.28,88.02,67.95
2021-08-05,74.26,103.09,87.88,67.69
2021-08-06,74.19,103.28,87.73,67.55
2021-08-09,74.23,103,87.32,67.39
2021-08-10,74.39,102.99,87.32,67.39
2021-08-11,74.43,102.91,87.17,67.22
2021-08-12,74.28,103.01,87.2,67.28
2021-08-13,74.3,102.57,87.19,67.3
2021-08-17,74.29,102.62,87.4,67.95
2021-08-18,74.3,102.12,87.08,67.8
2021-08-20,74.43,101.36,86.94,67.87
2021-08-23,74.28,101.45,87.01,67.55
2021-08-24,74.14,101.88,87.07,67.51
2021-08-25,74.3,101.93,87.24,67.73
2021-08-26,74.26,102.06,87.35,67.49
2021-08-27,74.13,101.57,87.2,67.4
2021-08-30,73.5,101.21,86.73,66.96
2021-08-31,73.15,100.95,86.53,66.6
2021-09-01,72.96,100.34,86.07,66.18
2021-09-02,72.98,100.58,86.42,66.36
2021-09-03,73.07,101.09,86.79,66.4
2021-09-06,73.06,101.18,86.74,66.54
2021-09-07,73.28,101.34,86.99,66.69
2021-09-08,73.65,101.38,87.15,66.69
2021-09-09,73.69,101.49,87.13,66.94
2021-09-13,73.64,101.77,86.8,66.89
2021-09-14,73.62,101.98,86.99,66.9
2021-09-15,73.67,101.81,86.97,67.25
2021-09-16,73.43,101.52,86.68,67.18
2021-09-17,73.49,101.38,86.52,66.89
2021-09-20,73.65,100.92,86.28,67.04
2021-09-21,73.59,100.67,86.37,67.16
2021-09-22,73.8,100.76,86.53,67.36
2021-09-23,73.73,100.66,86.38,67.11
2021-09-24,73.69,101.12,86.47,66.66
2021-09-27,73.66,100.65,86.31,66.55
2021-09-28,73.77,101.13,86.28,66.33
2021-09-29,74.15,100.46,86.63,66.52
2021-09-30,74.26,99.86,86.14,66.35
2021-10-01,73.64,101.12,86.47,66.66
2021-10-04,74.24,100.56,86.12,66.89
2021-10-05,74.53,101.31,86.43,67.03
2021-10-06,74.63,101.55,86.43,66.78
2021-10-07,74.86,101.69,86.5,67.16
2021-10-08,74.99,102,86.6,67.01
2021-10-10,74.99,102,86.6,67.01
2021-10-11,75.13,102.71,87.04,66.67
2021-10-12,75.34,102.49,87.15,66.59
2021-10-13,75.46,102.71,87.15,66.49
2021-10-14,75.3,103.02,87.32,66.33
2021-10-18,75.34,103.43,87.2,65.93
2021-10-20,75.05,103.46,87.36,65.55
2021-10-21,74.76,103.3,87.14,65.55
2021-10-22,74.78,103.16,87.01,65.63
2021-10-25,75.02,103.3,87.42,66.02
2021-10-26,75.12,103.44,87.18,65.93
2021-10-27,74.95,103.16,86.93,65.72
2021-10-28,74.82,102.84,86.83,65.9
2021-10-29,74.79,103.11,87.26,65.86
2021-11-01,74.93,102.48,86.6,65.59
2021-11-02,74.76,102.02,86.75,65.76
2021-11-03,74.57,101.65,86.37,65.49
2021-11-08,74.11,99.97,85.71,65.23
2021-11-09,73.92,100.35,85.78,65.52
2021-11-10,74.17,100.51,85.87,65.69
2021-11-11,74.47,99.99,85.51,65.37
2021-11-12,74.47,99.56,85.22,65.18
2021-11-15,74.35,99.87,85.19,65.3
2021-11-16,74.45,99.94,84.7,65.2
2021-11-17,74.38,99.97,84.08,64.76
2021-11-18,74.16,100.05,83.92,64.91
2021-11-22,74.38,99.98,83.86,65.16
2021-11-23,74.5,99.73,83.71,64.73
2021-11-24,74.41,99.55,83.65,64.71
2021-11-25,74.51,99.46,83.56,64.57
2021-11-26,74.71,99.36,83.85,65.2
2021-11-29,75.09,100.14,84.71,66.4
2021-11-30,75.09,99.99,84.94,66.34
2021-12-01,74.92,99.86,84.92,65.96
2021-12-02,75,99.66,84.92,66.33
2021-12-03,74.99,99.67,84.69,66.21
2021-12-06,75.3,99.6,84.96,66.6
2021-12-07,75.35,100.12,85.1,66.26
2021-12-08,75.47,100,85.21,66.48
2021-12-09,75.5,99.77,85.56,66.43
2021-12-10,75.72,100.12,85.55,66.68
2021-12-13,75.71,100.18,85.46,66.67
2021-12-14,75.9,100.29,85.63,66.8
2021-12-15,76.04,100.69,85.71,66.87
2021-12-16,76.25,101.02,86.07,66.77
2021-12-17,76.17,101.55,86.39,67.07
2021-12-20,75.99,100.47,85.52,66.97
2021-12-21,75.59,99.9,85.25,66.45
2021-12-22,75.59,100.18,85.21,66.23
2021-12-23,75.35,100.6,85.42,65.98
2021-12-24,75.15,100.66,85.13,65.69
2021-12-27,75.11,100.63,84.98,65.62
2021-12-28,74.85,100.55,84.78,65.16
2021-12-29,74.74,100.33,84.48,65.04
2021-12-30,74.58,100.53,84.43,64.77
2021-12-31,74.3,100.3,84.05,64.54
2022-01-03,74.31,100.36,84.3,64.43
2022-01-04,74.57,100.39,84.24,64.41
2022-01-05,74.48,100.77,84.12,64.2
2022-01-06,74.44,100.68,84.15,64.25
2022-01-07,74.29,100.61,83.97,64.08
2022-01-10,74.16,100.72,84.02,64.04
2022-01-11,73.93,100.48,83.85,64.16
2022-01-12,74,100.96,84.16,64.16
2022-01-13,73.93,101.35,84.6,64.5
2022-01-14,74.12,101.79,85.07,65.17
2022-01-17,74.31,101.61,84.82,64.9
2022-01-18,74.41,101.47,84.79,64.79
2022-01-19,74.6,101.51,84.53,65.28
2022-01-20,74.36,101.34,84.41,64.97
2022-01-21,74.53,101.3,84.43,65.48
2022-01-24,74.58,100.99,84.41,65.52
2022-01-25,74.7,100.7,84.48,65.6
2022-01-27,75.17,100.93,84.34,65.54
2022-01-28,74.95,100.52,83.6,64.95
2022-01-31,74.97,100.63,83.7,64.92
2022-02-01,74.53,100.25,83.77,64.81
2022-02-02,74.83,101.19,84.36,65.22
2022-02-03,74.86,101.46,84.56,65.35
2022-02-04,74.72,101.55,85.61,64.99
2022-02-08,74.69,100.99,85.28,64.66
2022-02-09,74.82,101.43,85.45,64.76
2022-02-10,74.94,101.41,85.6,64.78
2022-02-11,75.35,101.9,85.74,64.91
2022-02-14,75.55,102.31,85.73,65.47
2022-02-15,75.66,102.38,85.62,65.6
2022-02-16,75.08,101.76,85.28,64.92
2022-02-17,75.09,101.95,85.26,65.17
2022-02-18,74.92,101.97,85.16,65.04
2022-02-21,74.48,101.45,84.66,64.78
2022-02-22,74.88,101.79,84.63,65.26
2022-02-23,74.62,101.45,84.53,64.86
2022-02-24,75.26,101.63,84.64,65.69
2022-02-25,75.28,101.03,84.38,65.32
2022-02-28,75.49,100.92,84.26,65.34
2022-03-02,75.72,100.69,84.1,65.76
2022-03-03,75.71,101.49,84.03,65.45
2022-03-04,76.12,101.57,83.95,65.91
2022-03-07,76.92,101.66,83.71,66.93
2022-03-08,76.88,100.78,83.48,66.58
2022-03-09,76.86,100.81,83.91,66.39
2022-03-10,76.12,100.32,84.18,65.59
2022-03-11,76.44,100.07,84.09,65.51
2022-03-14,76.61,99.76,83.66,65.04
2022-03-15,76.49,99.71,83.98,64.64
2022-03-16,76.35,99.63,83.79,64.54
2022-03-17,75.89,99.83,83.65,63.88
2022-03-21,76.13,100.17,84.08,63.84
2022-03-22,76.38,100.28,83.9,63.45
2022-03-23,76.19,101.18,84.09,62.91
2022-03-24,76.34,100.71,83.83,62.84
2022-03-25,76.18,100.68,84.01,62.54
2022-03-28,76.26,100.27,83.58,61.93
2022-03-29,75.97,99.56,83.61,61.57
2022-03-30,75.77,99.46,84.24,62.24
2022-03-31,75.81,99.55,84.66,62.23
2022-04-04,75.56,99.15,83.42,61.57
2022-04-05,75.39,98.95,82.69,61.51
2022-04-06,75.6,98.74,82.28,61
2022-04-07,75.8,99.22,82.81,61.29
2022-04-08,75.78,98.89,82.31,61.08
2022-04-11,75.96,98.7,82.64,60.58
2022-04-12,76.11,99.01,82.69,60.57
2022-04-13,76.22,99.15,82.58,60.52
2022-04-18,76.37,99.48,82.46,60.31
2022-04-19,76.28,99.14,82.17,59.48
2022-04-20,76.42,99.58,82.62,59.39
2022-04-21,76.21,99.53,82.78,59.48
2022-04-22,76.33,99.3,82.77,59.65
2022-04-25,76.74,97.85,82.27,59.8
2022-04-26,76.56,97.54,82.01,59.88
2022-04-27,76.64,96.48,81.45,59.89
2022-04-28,76.62,96.02,80.6,58.88
2022-04-29,76.42,95.71,80.58,58.66
2022-05-02,76.43,95.95,80.42,58.65
2022-05-04,76.48,95.43,80.46,58.76
2022-05-05,76.09,95.56,80.74,58.83
2022-05-06,76.75,94.79,80.71,58.75
2022-05-09,77.37,95.01,81.31,59.03
2022-05-10,77.35,95.58,81.75,59.32
2022-05-11,77.26,95.34,81.47,59.31
2022-05-12,77.59,94.63,81.45,59.93
2022-05-13,77.35,94.46,80.36,60.09
2022-05-17,77.65,96.04,81.2,60.07
2022-05-18,77.57,96.63,81.66,60.06
2022-05-19,77.7,95.94,81.43,60.45
2022-05-20,77.58,96.83,82.14,60.69
2022-05-23,77.59,97.53,82.28,60.72
2022-05-24,77.64,97.64,82.84,60.8
2022-05-25,77.51,97.27,82.94,61.05
2022-05-26,77.63,97.5,82.83,60.99
2022-05-27,77.66,98.11,83.49,61.21
2022-05-30,77.51,98,83.41,60.97
2022-05-31,77.66,97.87,83.41,60.73
2022-06-01,77.56,97.62,83.08,60.01
2022-06-02,77.59,96.94,82.75,59.71
2022-06-03,77.6,97.58,83.45,59.74
2022-06-06,77.67,97.11,83.28,59.45
2022-06-07,77.72,96.73,82.97,58.48
2022-06-08,77.73,97.7,83.1,58.4
2022-06-09,77.79,97.36,83.34,58.12
2022-06-10,77.84,97.23,82.69,58.14
2022-06-13,78.14,95.82,81.94,58.04
2022-06-14,78,94.99,81.37,57.92
2022-06-15,78.08,93.95,81.81,57.96
2022-06-16,78.09,94.79,81.43,58.14
2022-06-17,78.09,95.89,82.1,58.23
2022-06-20,78,95.44,82.13,57.82
2022-06-21,78.09,95.68,82.13,57.8
2022-06-22,78.21,95.67,82.1,57.34
2022-06-23,78.27,95.85,82.69,57.63
2022-06-24,78.33,96.13,82.56,58.12
2022-06-27,78.29,96.08,82.67,57.95
2022-06-28,78.7,96.58,83.27,58.08
2022-06-29,78.94,96.25,82.84,58.08
2022-06-30,78.94,95.96,82.58,57.96
2022-07-01,79.09,95.96,82.74,58.62
2022-07-04,78.99,95.62,82.4,58.33
2022-07-05,79.08,95.8,82.51,58.08
2022-07-06,79.33,94.69,81.38,58.61
2022-07-07,79.02,94.4,80.68,58.17
2022-07-08,79.25,95.13,80.58,58.4
2022-07-11,79.41,95.04,80.5,57.98
2022-07-12,79.64,94.49,79.83,57.99
2022-07-13,79.66,94.89,79.95,58.12
2022-07-14,79.87,94.61,80.01,57.61
2022-07-15,79.88,94.4,80.01,57.53
2022-07-18,79.9,95.04,80.66,57.8
2022-07-19,79.95,95.74,81.19,57.97
2022-07-20,79.97,96.02,81.84,57.88
2022-07-21,79.98,95.93,81.69,57.84
2022-07-22,79.91,95.59,81.46,57.96
2022-07-25,79.85,95.58,81.45,58.54
2022-07-26,79.79,96.22,81.56,58.37
2022-07-27,79.9,96.26,80.98,58.36
2022-07-28,79.74,97.06,81.54,58.93
2022-07-29,79.42,96.9,81.17,59.73
2022-08-01,79.17,96.42,80.9,59.72
2022-08-02,78.61,96.17,80.59,60.04
2022-08-03,78.84,95.98,80.22,59.17
2022-08-04,79.54,96.6,80.87,59.29
2022-08-05,79.12,96.07,80.91,59.33
2022-08-08,79.58,96.1,81.03,58.8
2022-08-10,79.5,95.97,81.15,58.86
2022-08-11,79.49,97.03,81.85,59.78
2022-08-12,79.7,97.28,82.22,59.8
2022-08-17,79.43,96.18,80.77,59.05
2022-08-18,79.67,95.74,80.97,58.89
2022-08-19,79.75,94.98,80.42,58.51
2022-08-22,79.87,94.43,80.11,58.26
2022-08-23,79.89,93.83,79.25,58.16
2022-08-24,79.79,94.22,79.34,58.36
2022-08-25,79.87,94.61,80,58.44
2022-08-26,79.91,94.34,79.62,58.37
2022-08-29,80.09,93.48,79.61,57.71
2022-08-30,79.72,93.35,79.71,57.54
2022-09-01,79.4,92.01,79.55,56.96
2022-09-02,79.79,92.07,79.53,56.85
2022-09-05,79.89,91.57,79.05,56.9
2022-09-06,79.89,92.46,79.55,56.59
2022-09-07,79.92,91.73,79.07,55.46
2022-09-08,79.67,91.75,79.76,55.49
2022-09-09,79.64,92.35,80.18,55.72
2022-09-12,79.68,92.57,80.37,55.56
2022-09-13,79.06,92.68,80.23,55.62
2022-09-14,79.58,91.4,79.34,55.4
2022-09-15,79.58,91.62,79.27,55.41
2022-09-16,79.82,91.23,79.72,55.6
2022-09-19,79.67,90.83,79.52,55.59
2022-09-20,79.68,91.16,79.95,55.58
2022-09-21,79.92,90.82,79.41,55.61
2022-09-22,80.72,90.64,79.26,55.57
2022-09-23,80.92,90.92,79.51,56.91
2022-09-26,81.58,86.62,78.71,56.71
2022-09-27,81.37,87.93,78.58,56.39
2022-09-28,81.9,87.47,78.34,56.6
2022-09-29,81.86,88.21,79.1,56.59
2022-09-30,81.55,90.77,80.11,56.44
2022-10-03,81.74,91.81,80.24,56.41
2022-10-04,81.43,92.47,80.27,56.22
2022-10-06,81.7,92.52,80.96,56.53
2022-10-07,82.4,91.69,80.55,56.82
2022-10-10,82.4,91.33,80.16,56.7
2022-10-11,82.39,90.83,79.79,56.51
2022-10-12,82.24,90.41,79.97,56.25
2022-10-13,82.4,91.2,79.92,56.11
2022-10-14,82.39,93.33,80.68,55.89
2022-10-17,82.4,93,80.29,55.42
2022-10-18,82.23,93.36,81.02,55.23
2022-10-19,82.37,93.1,81.01,55.16
2022-10-20,83.2,93.36,81.42,55.49
2022-10-21,82.86,92.66,80.93,55.09
2022-10-25,82.76,93.41,81.7,55.58
2022-10-27,82.39,95.62,82.91,56.57
2022-10-28,82.41,95.11,82.14,56.25
2022-10-31,82.39,95.54,81.92,55.74
2022-11-01,82.71,95.44,82.14,55.93
2022-11-02,82.77,95.22,81.79,56.16
2022-11-03,82.88,94.44,81.36,56.16
2022-11-04,82.53,92.59,80.72,55.78
2022-11-07,82.21,93.13,81.76,55.84
2022-11-09,81.48,93.98,81.98,55.89
2022-11-10,81.74,93.18,82.01,55.91
2022-11-11,80.65,94.49,82.47,56.96
2022-11-14,81.23,95.51,83.75,58.27
2022-11-15,81.43,95.89,84.13,58.02
2022-11-16,81.34,96.58,84.41,58.17
2022-11-17,81.63,97.19,84.77,58.53
2022-11-18,81.7,97.23,84.71,58.42
2022-11-21,81.77,96.77,84.08,58.18
2022-11-22,81.77,96.88,83.86,57.66
2022-11-23,81.82,97.26,84.49,57.88
2022-11-24,81.77,98.84,85.31,58.86
2022-11-25,81.53,98.66,84.87,58.79
2022-11-28,81.75,98.69,84.79,59.13
2022-11-29,81.71,98.07,84.82,58.96
2022-11-30,81.6,97.75,84.45,58.95
2022-12-01,81.15,98.17,84.75,59.49
2022-12-02,81.18,99.31,85.46,60.07
2022-12-05,81.59,100.58,86.27,60.62
2022-12-06,82.28,100.2,86.26,59.94
2022-12-07,82.54,100.01,86.28,59.93
2022-12-08,82.28,100.4,86.52,60.17
2022-12-09,82.21,100.82,86.93,60.41
2022-12-12,82.64,101.03,86.89,60.31
2022-12-13,82.72,101.63,87.28,60.13
2022-12-14,82.52,102.03,87.77,60.91
2022-12-15,82.48,102.23,87.9,60.8
2022-12-16,82.82,101.19,88.26,60.35
2022-12-19,82.64,100.65,87.77,60.76
2022-12-20,82.79,100.45,87.75,62.3
2022-12-21,82.77,100.67,87.84,62.65
2022-12-22,82.67,100.25,88.02,62.72
2022-12-23,82.87,99.77,87.9,62.46
2022-12-26,82.74,99.9,87.94,62.39
2022-12-27,82.79,100.1,88.23,62.33
2022-12-28,82.92,99.77,88.3,61.9
2022-12-29,82.83,99.72,88,62
2022-12-30,82.79,99.74,88.15,62.45
2023-01-02,82.63,99.76,88.38,63.11
2023-01-03,82.78,99.91,88.25,63.78
2023-01-04,82.91,99.38,87.65,63.41
2023-01-05,82.7,99.62,87.8,62.49
2023-01-06,82.63,98.47,86.92,61.63
2023-01-09,82.37,100.04,87.95,62.47
2023-01-10,82.21,100.06,88.28,62.35
2023-01-11,81.7,99.44,87.86,61.74
2023-01-12,81.72,99.24,87.96,62.06
2023-01-13,81.43,99.28,88.26,63.1
2023-01-16,81.37,99.73,88.35,63.76
2023-01-17,81.77,99.76,88.56,63.52
2023-01-18,81.65,100.34,88.06,62.38
2023-01-19,81.36,100.41,87.88,63.63
2023-01-20,81.22,100.54,87.99,62.92
2023-01-23,81.28,100.9,88.54,62.49
2023-01-24,81.6,101.1,88.78,62.71
2023-01-25,81.63,100.65,89.01,62.59
2023-01-27,81.54,100.96,88.66,62.77
2023-01-30,81.66,101.19,88.73,63.04
2023-01-31,81.74,100.9,88.6,62.77
2023-02-01,81.85,100.84,88.99,62.84
2023-02-02,81.95,101.53,90.26,63.68
2023-02-03,82.23,100.48,89.6,63.94
2023-02-06,82.45,99.49,89.01,62.58
2023-02-07,82.7,99.67,88.82,62.57
2023-02-08,82.67,99.62,88.76,63.01
2023-02-09,82.61,99.89,88.7,62.91
2023-02-10,82.58,99.96,88.57,62.76
2023-02-13,82.7,99.72,88.31,62.57
2023-02-14,82.72,100.43,88.81,62.67
2023-02-15,82.86,100.59,88.73,62.18
2023-02-16,82.64,99.49,88.45,61.71
2023-02-17,82.81,98.85,88.06,61.45
2023-02-20,82.69,99.57,88.41,61.67
2023-02-21,82.76,99.56,88.32,61.58
2023-02-22,82.84,100.28,88.28,61.43
2023-02-23,82.76,99.85,87.92,61.4
2023-02-24,82.74,99.49,87.7,61.49
2023-02-27,82.91,99.01,87.41,60.84
2023-02-28,82.68,99.6,87.55,60.68
2023-03-01,82.55,99.47,87.5,60.55
2023-03-02,82.56,98.95,87.83,60.4
2023-03-03,82.26,98.52,87.32,60.27
2023-03-06,81.74,98.32,86.97,60.18
2023-03-08,82.09,97.06,86.48,59.61
2023-03-09,81.92,97.11,86.42,59.92
2023-03-10,82.01,97.79,86.84,59.98
2023-03-13,81.91,99.22,87.84,60.94
2023-03-14,82.36,100.18,88.1,61.64
2023-03-15,82.5,100.25,88.55,61.22
2023-03-16,82.68,99.81,87.67,62.22
2023-03-17,82.47,100.25,87.81,62.03
2023-03-20,82.5,100.47,88.01,62.73
2023-03-21,82.68,101.28,88.52,62.89
2023-03-23,82.16,101.27,89.63,62.87
2023-03-24,82.24,100.98,89.06,63.13
2023-03-27,82.36,100.68,88.58,62.76
2023-03-28,82.21,101.25,88.9,62.85
2023-03-29,82.36,101.43,89.17,62.45
2023-03-31,82.22,101.87,89.61,61.8
2023-04-03,82.39,101.24,89.05,61.62
2023-04-05,82.19,102.61,90.01,62.49
2023-04-06,81.98,102.08,89.34,62.42
2023-04-10,81.91,101.64,89.3,61.8
2023-04-11,82.09,101.9,89.4,61.56
2023-04-12,82.07,102.01,89.64,61.35
2023-04-13,81.98,102.37,90.06,61.49
2023-04-17,81.95,101.75,90.04,61.16
2023-04-18,82.07,101.77,89.77,61.07
2023-04-19,82.12,101.96,89.94,60.98
2023-04-20,82.16,102.24,90.12,61.06
2023-04-21,82.15,102.1,90.06,61.39
